名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
清源社区卫生服务中心(兴丰大街),医疗保健服务,综合医院,卫生院,兴丰北大街二段138号广安门医院,北京市,北京市,大兴区,116.3334413,39.7426814
康复之家医疗器械(北京大兴中医院店),医疗保健服务,医药保健销售店,医疗保健用品,兴丰大街二段130号(近大兴中医院广安门医院南区),北京市,北京市,大兴区,116.3333753,39.74365941
健康100生活超市,医疗保健服务,医药保健销售店,医疗保健用品,滨河坊14号楼7单元,北京市,北京市,大兴区,116.3349122,39.74961688
广安门医院南区急诊门诊(兴丰大街),医疗保健服务,综合医院,三级甲等医院,兴丰大街与清华巷交叉口东北50米,北京市,北京市,大兴区,116.3334473,39.74288736
北京市大兴区中小学卫生保健所(丽园路),医疗保健服务,综合医院,卫生院,滨河西里37号,北京市,北京市,大兴区,116.3339105,39.74844787
清源寿康中医门诊,医疗保健服务,诊所,诊所,滨河街与龙河路交叉口东北50米,北京市,北京市,大兴区,116.337242,39.74150549
中国中医科学院广安门医院南区-急诊,医疗保健服务,医疗保健服务场所,医疗保健服务场所,兴丰大街2段138号,北京市,北京市,大兴区,116.3334313,39.7428584
孤枕难眠成人用品24小时无人售货店(滨河坊店),医疗保健服务,医药保健销售店,医疗保健用品,丽园路与滨河街交叉口南100米,北京市,北京市,大兴区,116.3349353,39.748086
苗一手清肤老铺(大兴店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,清源路甲1号,北京市,北京市,大兴区,116.3372071,39.74138857
瀚翔达中老年健康服务中心,医疗保健服务,医药保健销售店,医药保健相关,丽园路与兴丰大街交叉口北150米,北京市,北京市,大兴区,116.3323948,39.74996855
北京济生大药房(清源路店),医疗保健服务,医药保健销售店,药房,清源路和滨河街的交叉口附近,北京市,北京市,大兴区,116.3368099,39.74182225
益民康达诊所,医疗保健服务,诊所,诊所,丽园路枣园东里15号楼底商,北京市,北京市,大兴区,116.3309771,39.74909232
北京泰康丰源医疗器械有限公司,医疗保健服务,医药保健销售店,医疗保健用品,清源西里甲3号楼底商,北京市,北京市,大兴区,116.3313003,39.74156955
国珍专营(清源街道安全生产执法检查队东北),医疗保健服务,医疗保健服务场所,医疗保健服务场所,兴丰大街路口东南200米,北京市,北京市,大兴区,116.3325114,39.75091522
颐生堂健康调理中心,医疗保健服务,医药保健销售店,医药保健相关,兴丰大街路口东南200米,北京市,北京市,大兴区,116.3324974,39.75091125
刘振生诊所,医疗保健服务,诊所,诊所,大洼路西一条附近,北京市,北京市,大兴区,116.3443446,39.75086178
兴瑞口腔门诊部,医疗保健服务,专科医院,口腔医院,首座御园1期22号楼1层,北京市,北京市,大兴区,116.3621918,39.74355225
阳光百益大药房第十分店,医疗保健服务,医药保健销售店,药房,广和大街7号院22,北京市,北京市,大兴区,116.3619691,39.74368552
团河村社区卫生服务站,医疗保健服务,综合医院,卫生院,团河中街西三巷与鹅房村东街南四条交叉口北200米,北京市,北京市,大兴区,116.3776515,39.74518687
成人用品无人售货店,医疗保健服务,医疗保健服务场所,医疗保健服务场所,团河中街西三巷6号附近,北京市,北京市,大兴区,116.3773854,39.7477048
成人用品,医疗保健服务,医疗保健服务场所,医疗保健服务场所,团河中街西三巷与鹅房村东街南四条交叉口东北150米,北京市,北京市,大兴区,116.3780562,39.74504158
无限极中草药健康养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西红门镇团河北村老村委会,北京市,北京市,大兴区,116.3777442,39.74686361
团河社区残疾人康复服务站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,团河中街西三巷与鹅房村东街南四条交叉口北200米,北京市,北京市,大兴区,116.3776515,39.74518687
国珍健康生活馆,医疗保健服务,医药保健销售店,医疗保健用品,团河路24号附近,北京市,北京市,大兴区,116.3769368,39.74810011
北京康兴堂大药房(团河路),医疗保健服务,医药保健销售店,药房,团河北村,北京市,北京市,大兴区,116.3764162,39.74898043
北京汇丰康泰博利诊所,医疗保健服务,诊所,诊所,西红门镇团河南村团中路2号,北京市,北京市,大兴区,116.3837524,39.74974137
北京中轴路门诊部,医疗保健服务,诊所,诊所,振亚庄北巷11号,北京市,北京市,大兴区,116.3961591,39.7504369
仙人合大药房,医疗保健服务,医药保健销售店,药房,西红门镇建新庄工业区新开路,北京市,北京市,大兴区,116.4044389,39.74793763
东方源兴大药房,医疗保健服务,医药保健销售店,药房,西红门大白楼工业区,北京市,北京市,大兴区,116.4127246,39.74469752
北京博红康大药房,医疗保健服务,医药保健销售店,药房,兴亦路,北京市,北京市,大兴区,116.4154507,39.74357381
北京康兴堂大药房,医疗保健服务,医药保健销售店,药房,同心路与瀛祥路交叉口西150米,北京市,北京市,大兴区,116.4364948,39.74612308
兴盛源药店,医疗保健服务,医药保健销售店,药房,瀛海镇兴亦路笃庆堂工业园北400米,北京市,北京市,大兴区,116.4566482,39.74201
阳光百益大药房,医疗保健服务,医药保健销售店,药房,博兴十路附近,北京市,北京市,大兴区,116.4827382,39.75060713
北京派迪熊动物医院,医疗保健服务,动物医疗场所,宠物诊所,马驹桥样本小区434号,北京市,北京市,通州区,116.5370433,39.75093439
金鹤云大药房,医疗保健服务,医药保健销售店,药房,景盛北二街3号院23号,北京市,北京市,通州区,116.5349804,39.74280756
北京西尔口腔医院,医疗保健服务,专科医院,口腔医院,兴华南街466号附近,北京市,北京市,通州区,116.5347739,39.75102217
果冻盲人中医按摩,医疗保健服务,医疗保健服务场所,医疗保健服务场所,金地格林小镇6底商1层108,北京市,北京市,通州区,116.5348962,39.75097446
怡生健康,医疗保健服务,医疗保健服务场所,医疗保健服务场所,新海南里金地六街商业街2层202室,北京市,北京市,通州区,116.5342142,39.75107585
派多格宠物会馆,医疗保健服务,动物医疗场所,动物医疗场所,金地格林小镇6小区北门底商006,北京市,北京市,通州区,116.5353264,39.75094746
平价药店(融科·香雪兰溪东北),医疗保健服务,医药保健销售店,药房,516乡道南150米,北京市,北京市,通州区,116.5315034,39.74168042
康广堂平价大药房(兴华南街),医疗保健服务,医药保健销售店,药房,新海南里100号楼,北京市,北京市,通州区,116.5342865,39.75100703
康美源经络理疗美容,医疗保健服务,医疗保健服务场所,医疗保健服务场所,政辛路与漷马路交叉口东100米,北京市,北京市,通州区,116.540594,39.74966136
无限极(政辛路),医疗保健服务,医药保健销售店,医疗保健用品,政辛路与漷马路交叉口东100米,北京市,北京市,通州区,116.5406712,39.74965453
回春堂药店(北京爱德康南),医疗保健服务,医药保健销售店,药房,西周路与302省道交叉口南150米,北京市,北京市,通州区,116.551161,39.75019798
营养品店,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西周路与302省道交叉口南150米,北京市,北京市,通州区,116.5510668,39.75026681
前银子卫生室,医疗保健服务,诊所,诊所,史村路与四凤路交叉口东100米,北京市,北京市,通州区,116.5839924,39.74486961
后银子卫生室,医疗保健服务,诊所,诊所,马驹桥镇,北京市,北京市,通州区,116.5831957,39.74842992
京隆堂大药房,医疗保健服务,医药保健销售店,药房,马驹桥镇前银子村127号,北京市,北京市,通州区,116.5839715,39.74392271
北京市通州区大杜社卫生院,医疗保健服务,综合医院,卫生院,九德路与三零四县道交汇西,北京市,北京市,通州区,116.6468158,39.74963789
大杜社牙科,医疗保健服务,专科医院,口腔医院,大德路,北京市,北京市,通州区,116.6470744,39.74704272
万鑫堂平价药店,医疗保健服务,医药保健销售店,药房,九德路与西马各庄路交叉口西南100米,北京市,北京市,通州区,116.6469198,39.74732696
新桥源通大药房,医疗保健服务,医药保健销售店,药房,漷马路马驹桥地税所西北100米,北京市,北京市,通州区,116.6458454,39.74890069
成人保健,医疗保健服务,医药保健销售店,医疗保健用品,九德路与漷马路交叉口东南100米,北京市,北京市,通州区,116.6473186,39.74899607
北京盛通顺康大药房,医疗保健服务,医药保健销售店,药房,马驹桥镇六郎庄路金豆苗双语幼儿园东,北京市,北京市,通州区,116.6679329,39.74318489
梅梅养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,草厂村集市向西100米路北,北京市,北京市,通州区,116.7560517,39.74879664
北京康寿利民药店,医疗保健服务,医药保健销售店,药房,田南路与草北路交叉口西150米,北京市,北京市,通州区,116.75785,39.74843051
潡县镇草厂社区残疾人康复站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,田南路与草北路交叉口东100米,北京市,北京市,通州区,116.7601955,39.74878474
北京金峰利民大药房,医疗保健服务,医药保健销售店,药房,草北路西50米,北京市,北京市,通州区,116.7593616,39.74631055
京东医保全新大药房(草北路),医疗保健服务,医药保健销售店,药房,草北路西50米,北京市,北京市,通州区,116.7591975,39.74633045
瑞诺信大药房,医疗保健服务,医药保健销售店,药房,大香仪路与漷大路交叉口西50米,北京市,北京市,通州区,116.7958465,39.74478108
北京康泰益民医药有限公司,医疗保健服务,医药保健销售店,医药保健相关,漷县镇大香仪村,北京市,北京市,通州区,116.8010679,39.7460206
凌庄社区卫生服务站,医疗保健服务,综合医院,卫生院,觅子店,北京市,北京市,通州区,116.8479245,39.74337515
北京百姓康健平价大药房,医疗保健服务,医药保健销售店,药房,纪西路东50米,北京市,北京市,通州区,116.8919324,39.74164513
蒲洼乡社区卫生服务中心,医疗保健服务,综合医院,卫生院,付合村路与涞宝路交叉口北100米,北京市,北京市,房山区,115.5299368,39.73354582
中华蜜蜂保护区,医疗保健服务,医疗保健服务场所,医疗保健服务场所,蒲洼乡森水村,北京市,北京市,房山区,115.5402191,39.73806705
霞云岭卫生院,医疗保健服务,综合医院,卫生院,霞云岭乡霞云岭村下河自然片,北京市,北京市,房山区,115.7378959,39.73259535
北化院分院,医疗保健服务,综合医院,综合医院,凤凰亭路15号,北京市,北京市,房山区,115.9444757,39.73473217
健来福(向阳路),医疗保健服务,医药保健销售店,医疗保健用品,向阳路23号附近,北京市,北京市,房山区,115.9525727,39.73289033
完美(工体街),医疗保健服务,医药保健销售店,医疗保健用品,向阳路与工体街交叉口东北50米,北京市,北京市,房山区,115.9524241,39.7326867
正济堂药品超市(燕山一店),医疗保健服务,医药保健销售店,药房,燕山向阳路58号,北京市,北京市,房山区,115.9525229,39.73259848
太阳神,医疗保健服务,医药保健销售店,医疗保健用品,商业街21号附近,北京市,北京市,房山区,115.9540919,39.73195481
北京晶鑫康大药房第三分店,医疗保健服务,医药保健销售店,药房,良乡东路2路车站内小区底商1号,北京市,北京市,房山区,115.9850003,39.73498967
国宝诊所,医疗保健服务,诊所,诊所,阎村镇北坊村路口,北京市,北京市,房山区,116.0491531,39.73617441
原子能院生活区社区卫生站,医疗保健服务,诊所,诊所,原新中路与原新西路交叉口东100米,北京市,北京市,房山区,116.0537827,39.73529726
金宝镶牙,医疗保健服务,诊所,诊所,原新西路与阎河路交叉口东南100米,北京市,北京市,房山区,116.0527059,39.73295739
于丽萍西医诊所,医疗保健服务,诊所,诊所,原新东路与阎河路交叉口西50米,北京市,北京市,房山区,116.0534217,39.73243622
北京旭年堂药店(南坊店),医疗保健服务,医药保健销售店,药房,原新西路与西岗街交叉口西150米,北京市,北京市,房山区,116.0506884,39.73451577
中国核工业北京四〇一医院,医疗保健服务,综合医院,综合医院,东平街,北京市,北京市,房山区,116.0617323,39.73194755
万紫嘉园社区卫生服务站,医疗保健服务,综合医院,卫生院,,北京市,北京市,房山区,116.0656097,39.74090657
华善堂大药房,医疗保健服务,医药保健销售店,药房,阎村镇万紫嘉园一里7号楼4号底商,北京市,北京市,房山区,116.0660493,39.74031812
健康之家排湿,医疗保健服务,医疗保健服务场所,医疗保健服务场所,阎吕路29号附近,北京市,北京市,房山区,116.0874609,39.73493501
北京坤玉祥和大药房,医疗保健服务,医药保健销售店,药房,006县道附近,北京市,北京市,房山区,116.0874168,39.73573692
张庄村社区卫生服务站,医疗保健服务,综合医院,卫生院,阎村镇阎吕路张庄社区卫生服务站,北京市,北京市,房山区,116.0874739,39.735011
北京英灿祝学诊所,医疗保健服务,诊所,诊所,南上岗街1号,北京市,北京市,房山区,116.1036669,39.73846193
良乡地区北潞园社区卫生服务站,医疗保健服务,综合医院,卫生院,,北京市,北京市,房山区,116.1173827,39.73564052
北潞健康俱乐部,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡北潞园北潞馨7号楼底商,北京市,北京市,房山区,116.1178916,39.73587801
杏林在望中医理疗,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡北潞园北潞馨8号楼104(北潞园健身公园)附近,北京市,北京市,房山区,116.1171954,39.73573432
寿安山养心堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡北潞馨家园8号楼底商102东侧,北京市,北京市,房山区,116.1173807,39.73557553
北京医尚德医疗器械有限公司,医疗保健服务,医药保健销售店,医疗保健用品,良乡北潞园北潞鑫8号楼,北京市,北京市,房山区,116.1170381,39.73536621
潘宝华牙科,医疗保健服务,专科医院,口腔医院,月华大街17号附近,北京市,北京市,房山区,116.113642,39.73195148
太平庄第二村卫生室,医疗保健服务,诊所,诊所,良乡太平庄(通尚苑小区对面),北京市,北京市,房山区,116.1167751,39.73196736
北京恒源瑞康医疗器械有限公司,医疗保健服务,医药保健销售店,医疗保健用品,良乡北潞馨7号楼底商,北京市,北京市,房山区,116.118129,39.73601923
幸福博信药店,医疗保健服务,医药保健销售店,药房,北潞馨家园7号楼,北京市,北京市,房山区,116.1181309,39.73612822
碧青园健康生活馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,月华大街27号附近,北京市,北京市,房山区,116.1159748,39.73200159
北京宝乐康动物医院,医疗保健服务,动物医疗场所,宠物诊所,良坨路北潞园小区北潞馨底商(近月华大街),北京市,北京市,房山区,116.1183884,39.73615948
保存堂中医养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,太平庄南路西150米,北京市,北京市,房山区,116.1107817,39.73167818
圣元名医名方健康养生抗衰中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西潞街道良乡太平庄东里3幢,北京市,北京市,房山区,116.1147589,39.73127255
北京崔恩军骨科门诊,医疗保健服务,专科医院,骨科医院|医疗保健服务,太平庄南路南50米,北京市,北京市,房山区,116.1142339,39.73179501
镶牙,医疗保健服务,专科医院,口腔医院,太平庄南路西100米,北京市,北京市,房山区,116.1113816,39.73182963
平价大药房(太平庄南路),医疗保健服务,医药保健销售店,药房,良乡太平庄东里1号楼,北京市,北京市,房山区,116.1178199,39.7319534
北京市房山区良乡镇太平庄舒缓膏体验店,医疗保健服务,医疗保健服务场所,医疗保健服务场所,太平庄南路南50米,北京市,北京市,房山区,116.1145575,39.73169831
帝京缘动物医院,医疗保健服务,动物医疗场所,宠物诊所,北路馨家园7号楼一单元1-2底商,北京市,北京市,房山区,116.1185867,39.73628567
益世堂大药房(太平庄南路),医疗保健服务,医药保健销售店,药房,良乡太平庄新村96号,北京市,北京市,房山区,116.1128598,39.73189782
国太药品超市(幸福博信店),医疗保健服务,医药保健销售店,药房,北潞馨家园7号楼,北京市,北京市,房山区,116.1182131,39.73607131
北京同济门诊部,医疗保健服务,诊所,诊所,京周路北潞春家园E6号昊远隆基大厦(近合欢大街),北京市,北京市,房山区,116.1242414,39.73693198
西潞园社区卫生服务站,医疗保健服务,综合医院,卫生院,良乡西潞园二里,北京市,北京市,房山区,116.1264634,39.73370015
极限蜕变健康俱乐部,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北潞园小区北潞华1幢,北京市,北京市,房山区,116.1239897,39.73815553
嘉事堂药店(北潞园店),医疗保健服务,医药保健销售店,药房,良乡北潞园小区北潞春E7楼,北京市,北京市,房山区,116.1223074,39.73810255
天孚乐活馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡镇北潞园综合楼顺鑫祥饺子馆2层2011室,北京市,北京市,房山区,116.1196077,39.73554184
佳誉口腔,医疗保健服务,专科医院,口腔医院,良坨大街1-6号附近,北京市,北京市,房山区,116.1269456,39.73992804
中日友好医院肛肠病安氏疗法中心临床协作单位,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北潞春家园E6号昊远隆基大厦附近,北京市,北京市,房山区,116.1243316,39.73666112
养乃世家(北潞园店),医疗保健服务,医药保健销售店,医疗保健用品,北潞园社区综合楼,北京市,北京市,房山区,116.1199112,39.73538618
延边大学动物医学系临床教学医院,医疗保健服务,综合医院,综合医院,西潞北大街西100米,北京市,北京市,房山区,116.1287876,39.73195442
大健康家园,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡镇北潞园小区北潞鑫综合楼,北京市,北京市,房山区,116.1198502,39.73521014
北京爱宠家族宠物医院,医疗保健服务,动物医疗场所,宠物诊所,北潞华18-1,北京市,北京市,房山区,116.1267592,39.73995179
生命源健康会馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡房山北潞园北潞华家园24号上岛咖啡北50米,北京市,北京市,房山区,116.1280541,39.73884762
医鼻世家,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良坨大街1-6号附近,北京市,北京市,房山区,116.1267271,39.74013973
骏丰频谱(西潞园西),医疗保健服务,医药保健销售店,医疗保健用品,西潞北大街西100米,北京市,北京市,房山区,116.1288576,39.73298339
旭年堂药店(北潞园店),医疗保健服务,医药保健销售店,药房,月华大街与良坨大街交叉口西北150米,北京市,北京市,房山区,116.1281884,39.73894578
明眸一生(房山体育中心店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,北潞园小区北潞华家园18号底商,北京市,北京市,房山区,116.1268324,39.73991689
生命源抗衰及亚健康修复中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,月华大街与良坨大街交叉口西北200米,北京市,北京市,房山区,116.1281453,39.73898172
望康国际动物医院(西潞园分店),医疗保健服务,动物医疗场所,宠物诊所,良乡西潞东里南区(西潞园),北京市,北京市,房山区,116.1287373,39.73294423
西潞仁人康平价大药房,医疗保健服务,医药保健销售店,药房,良乡西潞园小区,北京市,北京市,房山区,116.1268062,39.73242874
良乡医院,医疗保健服务,综合医院,综合医院,拱辰北大街45号,北京市,北京市,房山区,116.1339598,39.73540233
嘉事堂药店(拱辰大街店),医疗保健服务,医药保健销售店,药房,良乡拱辰街道拱辰大街19号,北京市,北京市,房山区,116.1355402,39.73861232
良乡医院-便民门诊,医疗保健服务,诊所,诊所,良乡拱辰大街45号良乡医院,北京市,北京市,房山区,116.1317418,39.73476318
永和堂平价大药房,医疗保健服务,医药保健销售店,药房,良乡镇北秀街2号,北京市,北京市,房山区,116.1307937,39.73445688
康复之家医疗器械(北关西路),医疗保健服务,医药保健销售店,医疗保健用品,良乡拱辰北街北秀街71号,北京市,北京市,房山区,116.1313158,39.73476657
国太药房(文化路),医疗保健服务,医药保健销售店,药房,文化路21号,北京市,北京市,房山区,116.1386386,39.73117002
良乡北关社区医疗站,医疗保健服务,综合医院,卫生院,拱辰西里6号楼底商103,北京市,北京市,房山区,116.1342823,39.73766454
馨恒康大药房(拱辰大街),医疗保健服务,医药保健销售店,药房,良乡拱辰大街51号科豪大厦1层,北京市,北京市,房山区,116.1356159,39.73390699
紫阳口腔(北京120房山急救分中心西北),医疗保健服务,诊所,诊所,西潞北大街79号附近,北京市,北京市,房山区,116.1329153,39.73616671
北京信和动物医院,医疗保健服务,动物医疗场所,宠物诊所,良乡北关龙建大厦对面,北京市,北京市,房山区,116.1330071,39.73943246
西潞门诊部,医疗保健服务,诊所,诊所,良乡西潞北大街65号,北京市,北京市,房山区,116.1300792,39.73338101
舜锋纬口腔诊所,医疗保健服务,诊所,诊所,良乡月华大街8号,北京市,北京市,房山区,116.1312853,39.73836511
田美口腔,医疗保健服务,专科医院,口腔医院,良乡西潞北大街81号,北京市,北京市,房山区,116.1300438,39.73601865
艾灸堂养生会馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北关西路7号附近,北京市,北京市,房山区,116.134417,39.73446612
章光101(良乡店),医疗保健服务,医药保健销售店,医疗保健用品,北关东路2号,北京市,北京市,房山区,116.1370513,39.73480809
艾元堂专业艾灸调理,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡北关西路20号伟业商厦三层(华冠购物中心西侧),北京市,北京市,房山区,116.1317148,39.73444018
章光101,医疗保健服务,医药保健销售店,医疗保健用品,月华大街与西潞北大街交叉口东南50米,北京市,北京市,房山区,116.1299425,39.73684241
振华茶叶(华冠购物中心),医疗保健服务,医药保健销售店,医疗保健用品,北关西路14号华冠购物中心F1层,北京市,北京市,房山区,116.1326741,39.7332857
永康口腔医院,医疗保健服务,专科医院,口腔医院,西潞北大街26号,北京市,北京市,房山区,116.1294789,39.73334619
权健自然医学(北关西路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,北关西路22号良乡教育大厦3层,北京市,北京市,房山区,116.1312126,39.73429748
桔色成人旗舰店,医疗保健服务,医药保健销售店,医疗保健用品,良乡西潞北大街75号,北京市,北京市,房山区,116.130108,39.7354758
青年部落健康俱乐部,医疗保健服务,医疗保健服务场所,医疗保健服务场所,楸树家园小区1号楼1单元,北京市,北京市,房山区,116.1335592,39.73287904
同盛源药店,医疗保健服务,医药保健销售店,药房,良乡月华大街8-4中庆大厦,北京市,北京市,房山区,116.1318395,39.73874985
美尔口腔,医疗保健服务,专科医院,口腔医院,西潞北大街63号院4号楼0101,北京市,北京市,房山区,116.1322282,39.73237016
仁源之家,医疗保健服务,医疗保健服务场所,医疗保健服务场所,乔家胡同与城隍庙街交叉口东北200米,北京市,北京市,房山区,116.1340985,39.73273386
甲丽净世龙世家灰指甲手足健康,医疗保健服务,医药保健销售店,医疗保健用品,北关东路6号,北京市,北京市,房山区,116.13776,39.7348132
致真堂药店(华冠购物中心),医疗保健服务,医药保健销售店,药房,北关西路14号华冠购物中心F2层,北京市,北京市,房山区,116.1327984,39.7331289
康而健野(华冠购物中心店),医疗保健服务,医药保健销售店,药房,良乡北关拱辰大街5号华冠购物中心2楼,北京市,北京市,房山区,116.1332655,39.73329356
自愈力健康体验馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,文化路8号院附近,北京市,北京市,房山区,116.1386344,39.73266983
百康药房(西潞园药店),医疗保健服务,医药保健销售店,药房,西潞北大街63号,北京市,北京市,房山区,116.1301184,39.73240418
葆仕康大药房(良乡店),医疗保健服务,医药保健销售店,药房,良乡西潞北大街28号1幢1层005,北京市,北京市,房山区,116.1294195,39.7350799
北京永峰鹏顺商贸有限公司,医疗保健服务,医疗保健服务场所,医疗保健服务场所,月华大街2-1号附近,北京市,北京市,房山区,116.1335534,39.73936627
根本源生命科学康复中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,乔家胡同35号附近,北京市,北京市,房山区,116.1341999,39.73173813
福瑞宏达大药房(良乡店),医疗保健服务,医药保健销售店,药房,良乡西潞北大街63号院1号楼-4门,北京市,北京市,房山区,116.1301365,39.73182928
蓝婷再生堂健康中心(良乡店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,西潞北大街63号,北京市,北京市,房山区,116.1322463,39.73213322
润仁堂大药房(乔家胡同),医疗保健服务,医药保健销售店,药房,良乡楸树家园门口,北京市,北京市,房山区,116.1340284,39.73173387
北京仁仁好大药房,医疗保健服务,医药保健销售店,药房,良乡西潞北大街8号,北京市,北京市,房山区,116.129419,39.73153032
自愈力健康体验馆(体育路店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,体育场路28号附近,北京市,北京市,房山区,116.1378927,39.73991981
义诊,医疗保健服务,诊所,诊所,文化路20号附近,北京市,北京市,房山区,116.1386374,39.73347274
北京京百康生物科技中心(御膳缘),医疗保健服务,医疗保健服务场所,医疗保健服务场所,体育场路与建华路交叉口南50米,北京市,北京市,房山区,116.1385032,39.73976479
YK整形美容,医疗保健服务,专科医院,整形美容,西潞北大街26号南侧1号楼1层,北京市,北京市,房山区,116.1294528,39.73363212
权爱嘉乐社区健康服务站(西潞北大街),医疗保健服务,医疗保健服务场所,医疗保健服务场所,西潞北大街2号附近,北京市,北京市,房山区,116.129417,39.73181429
易生·印帝安健发中心(北关东路店),医疗保健服务,医药保健销售店,医疗保健用品,良乡北关东路6号楼1层,北京市,北京市,房山区,116.1383565,39.73482813
御膳缘,医疗保健服务,医药保健销售店,医药保健相关,体育场路与建华路交叉口南50米,北京市,北京市,房山区,116.138428,39.73976067
昊天社区卫生服务站,医疗保健服务,综合医院,卫生院,昊天大街116号昊天温泉家园,北京市,北京市,房山区,116.1430725,39.7340349
电业社区卫生服务站,医疗保健服务,综合医院,卫生院,昊天大街与繁华路交叉口东北100米,北京市,北京市,房山区,116.1442229,39.73881927
北京中能建医院,医疗保健服务,综合医院,综合医院,体育场路与昊天大街交叉口西北50米,北京市,北京市,房山区,116.1444843,39.7406645
北京农科院蜂产品,医疗保健服务,医药保健销售店,医疗保健用品,多宝路南50米,北京市,北京市,房山区,116.144465,39.73488014
北京红火峰敏保健食品商店,医疗保健服务,医药保健销售店,医疗保健用品,昊天温泉家园18号楼多宝路,北京市,北京市,房山区,116.1436088,39.73478271
虫草男肾茶,医疗保健服务,医药保健销售店,医疗保健用品,昊天温泉家园18号多宝路,北京市,北京市,房山区,116.143701,39.73478386
周玉琪皮肤病诊所,医疗保健服务,诊所,诊所,昊天大街114-6号,北京市,北京市,房山区,116.1420279,39.73340924
仁德益药店(良乡药店),医疗保健服务,医药保健销售店,药房,良乡镇体育场路6号体育局培训中心楼底商3号,北京市,北京市,房山区,116.142017,39.74006344
电业社区卫生站口腔门诊,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡凯旋大街四合巷北100米,北京市,北京市,房山区,116.144285,39.73889536
世龙世家,医疗保健服务,医药保健销售店,医疗保健用品,北关东路与昊天大街交叉口东100米,北京市,北京市,房山区,116.1429942,39.73467269
振则通,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡古塔家具城对面,北京市,北京市,房山区,116.141328,39.734108
回春堂养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,体育场路28号院2号,北京市,北京市,房山区,116.1391187,39.73999274
王佳中医推拿,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良乡火车站四合巷小区门口,北京市,北京市,房山区,116.1452706,39.73881005
电业社区口腔科,医疗保健服务,专科医院,口腔医院,昊天大街与繁华路交叉口东北100米,北京市,北京市,房山区,116.1441106,39.73887307
仁德益药店(繁华路),医疗保健服务,医药保健销售店,药房,,北京市,北京市,房山区,116.1438529,39.73901462
潘宝华牙科,医疗保健服务,专科医院,口腔医院,昊天大街5号楼,北京市,北京市,房山区,116.141629,39.7324667
德医堂(昊天社区卫生服务站西南),医疗保健服务,诊所,诊所,昊天大街116号昊天温泉家园,北京市,北京市,房山区,116.1427046,39.73363633
健康之路良乡工作站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北关东路11号附近,北京市,北京市,房山区,116.1392177,39.73445055
助听器,医疗保健服务,医药保健销售店,医疗保健用品,良乡北关东路15号楼底商,北京市,北京市,房山区,116.1410272,39.73457646
天赐堂保健品专卖店,医疗保健服务,医药保健销售店,医疗保健用品,昊天大街东100米,北京市,北京市,房山区,116.1421484,39.73179263
仙牌灵芝茶(良乡专卖店),医疗保健服务,医药保健销售店,医疗保健用品,良乡北关东路14号楼2单元,北京市,北京市,房山区,116.1389971,39.73493114
永生堂(第十药店),医疗保健服务,医药保健销售店,药房,昊天大街91号,北京市,北京市,房山区,116.1410918,39.73140394
康复缘中医理疗,医疗保健服务,医疗保健服务场所,医疗保健服务场所,体育场路26-6号附近,北京市,北京市,房山区,116.1399177,39.74005401
骏丰频谱(体育场路),医疗保健服务,医药保健销售店,医疗保健用品,良乡体育路2号,北京市,北京市,房山区,116.1435138,39.74048988
回春堂中医养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,体育场路与建华路交叉口东100米,北京市,北京市,房山区,116.1393683,39.74002913
国珍健康生活馆(体育场路),医疗保健服务,医药保健销售店,医疗保健用品,良乡镇体育场路华典家园底商,北京市,北京市,房山区,116.1395428,39.73991743
